Title of the Class of Securities To Be Sold  ,Name and Address of the Broker  ,Number of Shares or Other Units To Be Sold  ,Aggregate Market Value  ,Number of Shares or Other Units Outstanding  ,Date of  Approximate  Sale  ,Name the Exchange  Securities  
Common  ,Morgan Stanley Smith Barney LLC Executive Financial Services 1 New York Plaza 38th Floor New York NY 10004  ,3752  ,919240.00  ,3173994 467  ,09/05/ 2023  ,NASDAQ  
